장소,별점,리뷰
오발탄 서울숲점,4,가격은 비싸지만 맛있어요^^ 주차도 가능하고 양밥도 비싸네요ㅠㅠ 다 구워주니까 편해요
,3,덮밥
,3,만오천 원
,3,"당면 잡채, 도라지나물, 볶은 김치, 카레소스샐러드, 된장국"
,3,가격 생각하면 만족
,3,양도 적당
,3,여러 부위를 조금씩 담았다.
,5,"양,, 곱창,,, 고급지게 먹는 곳,,, 값은 나가지만,,, 값어치를 하는 곳입니다,, 행복은,,, 어디에나 있는 것,,, ^^"
,4,점심 식사하러 방문했고 된장찌기 비빔밥(?)을 주문
,4,음식 재료 상태가 싱싱해 보이고 맛도 나쁘지 않았다
,4,"오픈한 지 얼마 되지 않은 지 매장 내부가 매우 깔끔한 편이고, 손님도 매우 많다"
,4,"주로 밤에 고기류를 판매하는 곳인 줄 알았는데, 점심 메뉴도 나쁘지는 않다."
,4,서울숲 메가박스에서 영화보고 나오면 1/2층에서 식사할 수 있도록 많은 식당들이 있고 오발탄은 일층에 있습니다
,4,오발탄정식을 주문했는데 샐러드 등은 부족하지 않도록 채워주시고 맛도 훌륭합니다
,4,후식으로 팥빙수가 나와서 끝맛도 개운합니다.
,3,깔끔하고 친절하고 맛있습니다
,3,하지만 가격은 사악하죠~ 점심때는 양밥과 탕류가 인기가 많은것 같습니다
,3,"주차 2시간 지원되며 넓고, 자리 충분합니다"
,5,접객이 매우 친절하고 깨끗하고 맛있었어요~ 올때마다 행복합니다
,5,채끝등심보다는 특양과 대창이 진리
,4,진짜 가격이 너무 비싸서 큰맘 먹어야 가는 곳 곱창 냄새 안나고 반찬 구성도 고급스러움
,4,오발탄중에는 서울숲이 제일 깨끗하고 서비스가 좋아요.역시 이번에도 양.대창 실망 안시켰습니다
,4,하지만 마지막 양볶음밥이 오늘따라 너무 대충하셨는지.
,4,오죽하면 남기고 나왔네요
,1,서울숲 오발탄은 두번째 방문인데..첫 번째 보다 서비스가 너무별로였다
,1,인원이 부족하여 테이블을 신경써주시지 못하는 듯 보였고 계산하고 나가는데도 어떠한 인사조차없었다.
,3,내 돈주고는 못 올 가격
,3,점심특선으로 대창덮밥 먹었는데 내 스타일은 아니었다.
,5,바로 옆에 와인샵이 있다는 점이 함정입니다
,5,와인을 소맥만큼 먹게되요 조심하세요
,4,양밥은 늘 좋다 ㅋㅋ 돌솥이라 많이 뜨거운거 빼고는 서비스도 맛도 좋다.
,5,깔끔한 맛!
,5,점심정식 2시까지 3만원!
,5,아주 좋아요~~
,5,자신이 돈이 빵빵할때 이곳에서 만찬을 즐기시길!
,4,"평일점심 특선메뉴를 먹으러 갔는데,깔끔하고 가격도 괜찮고 맛있음"
,4,☆주차 가능
,4,"양과 대창,,,된장찌개,,다 맛있어요,,서비스도 좋아요,,,자리도 쾌적해요,,후식으로 팥빙수가 나오네요~~~"
,4,좋은 음식점은 좋은점은 변하지 않고 유지 시켜야 된다고 생각합니다 그런면에서 재료나 맛이 유지가 잘되서 만족합니다 주말에 가족세트 추천 메뉴에 변동사항 없다면
,5,몇년만에 먹었는데 역시나 위험한 맛의 대창이네요
,5,너무나 맛있는 대창입니다
,5,3명이서 6인분에 양밥 먹으니 딱 맞네요
,2,가격이 비싼거에 비해 서비스 엉망이예요.
,2,한 분이 세군데를 커버치는거까진 알았는데 조용히 얘기해야되는데 본인의 편의를 위해서 문 계속 열고 굽고 닫지도 않고 계속 유지...
오레노카츠 성수본점,5,맛집 처럼 보여 우연히 들어왔는데 인생돈가스를 만났네요
오레노카츠 성수본점,5,체다치즈돈가스 정말 새롭게 맛있고 오레오정식 시키면 국수나 우동을 같이 줍니다
오레노카츠 성수본점,5,고기가 두툼히고 정말 부드러운게 아주 맛있어요
오레노카츠 성수본점,5,유자샐러드도 시원하고 깔끔하니 맛있어요
오레노카츠 성수본점,5,가끔 생각나서 올 거 같네요.
,5,매콤 돈까스 먹었는데 소스를 뚫고 들어오는 식감을 보고 기본 돈까스 안 먹은게 한이었네요
,5,냉모밀도 쫄깃하고 맛있어요
,5,주말 점심시간에 웨이팅 10-20분 정도 하고 들어갔습니다
,5,돈카츠는 너무 너무 맛있었구 모밀과 세트메뉴가 있어서 푸짐하게 잘 먹었습니당!
,5,"모밀도 정말 맛있구 다음에 또 가고싶어요ㅜㅜ 돈카츠 정말 맛있습니다,,😋 개인적으로 소스보단 소금에 찍어먹는게 더 맛있었어용!"
,5,굿굿
,5,️
,5,️
,4,돈까스에 기름기가 별로 없고 깨끗해서 좋다
,4,가격이 바싸다는 것 빼면 그럭저럭 막을만한 집이다.
,4,매장이 엄청 깨씃하고 돈까스도 집에서 만든것처럼 깨끗하고 맛있음
,5,돈까스가 두툼해도 잘익었고 기름기 없이 담백합니다
,5,야채 가득한 비빔소바까지 같이 먹으니 맛있네요
,5,비빔소바가 차갑지 않아서 좋아요
,5,돈까스 소금에 찍어먹어도 잘어울리네요.
,5,음식점 찾다가 우연히 들어갔었는데 넘 맛있었어요 고기도 부드럽고 튀김도 바삭 단 끝에 먹으니 밑부분이 조금 눅눅해진건 빼고는 맛도 분위기도 좋았어요
,4,맛있어요
,4,뜨거운 카레를 좋아하는 스타일이라 미지근한 카레는 아쉬웠지만요
,4,사진에는 잘 안보이는 소바도 전문점 같이 맛있습니다.
,5,치즈돈까스도 독특하고 맛있음
,5,스고이세트를 먹어보니..
,5,이집은 돈까스 자체가 넘나 맛있음
,5,고기냄새도 안나고 돈까스가 매우 부드러움
,5,근래 먹어본 돈까스중에 제일 맛있음
,4,점심 오픈시간에 맞춰서 갔는데 사람이 많았다
,4,또 돈카츠 나오자 마자 먹었는데 아랫면이 축축한 상태;; 샐러드 드레싱에 젖은 건지.
,4,조금 아쉬웠고 키오스크가 있어서 간편하긴 하지만 물도 식사 끝날 때쯤 요청해야했다.
,3,돈까스집 찾아다가 괜찮은곳 같아서 송파에서 찾아감 매콤돈까스와 체다치즈돈까스 같이시켜먹으면 좋다고해서 거기에 냉모밀 큰거하나 같이 시켜먹음 전반적으로 맛은 무난무난함 매콤돈까스는 겁나매운건아닌데 좀 맵고 맛이 뭔가 양념치킨 베이스인데 희안한 맛임 체다치즈 돈까스는 진짜 치즈 엄청듬뿍 들어가있어서 치즈덕후들한테는 좋은데 겁나 느끼할수있음 같이주는 소스찍어먹으면 좀 괜찮음 냉모밀도 무난한맛 생돈까스를 안먹어고 다 양념에 치즈있는걸먹어서 육즙이나 고기질은 못느껴봐서 아쉽 그래도 난 찾아와서 그렇지 동네나 주위분들은 와서 먹을만한 돈까스집인듯 웨이팅도 좀있는편임
,5,기다리는 시간이 길었으나 순식간에 음식이 위장속으로 사라지네요 미니우동이 미니라기엔 좀 큰편이에요 다음에는 다른 메뉴도 먹고 싶네요
,5,요기 생긴지 얼마 안된거같은데
,5,인테리어도 깔끔하고 음식나올때도 깔끔
,5,돈까스도.
,5,진짜 맛있어서 놀램요 ㅎ 두툼하니 맛나용 월요일저녁에 가도 사람 많더라구요
,4,카레돈카츠먹었는데 맛있어요
,4,부드럽고양념이된고기인듯 씹히는느낌이좋아요
,4,다만 퍽퍽한부분이있고 밥위에올려진부분이 심하게 눅눅해서 별하나뺐어요
,4,생돈카츠가 더 맛났어요.
,4,맛있어요
,4,"치즈 돈까스 살짝 느끼한데, 샐러드랑 먹으면 굿굿!"
,4,추천해요~ 서울숲역에서 15분 걸으면 도착할 수 있어요~
,3,보통수준의 돈까스이네요
,3,기대한 것 보다는 튀김의 바싹함이나 소스 등은 보통 수준입니다.
,4,"#성수동 성수동에서 내가 먹어본 돈까스중에선 가성비도 괜찮고,가장 맛있는 곳"
,4,바삭한 돈까스에 어울리는 소스도 괜찮고~
,4,위치는 성수동 수제화 골목 들어가기전 근처.
,3,돈까스 맛이 촉촉한 맛
,3,튀김 옷이 바싹하여 과자를 살짝 입안에서 부서지는 느낌
,3,맛있게 먹고 흡족하였지만 왠지 2%부족한 맛이다.
,4,고기가 두껍고 육질이 부드러워 맛납니다
,4,근데 고기가 맛난거랑 소금 좋은거 쓰는거 빼고는 특별한건 없어요
,3,돈가츠가 맛있다고 해서 가봤네요
,3,기대를 많이 했던건지 생각보다는..음~^^ 그래도 넉넉하게 잘 먹고 왔습니다.
,5,느끼할줄 알았는데 그러지않고 괜찮았다
,5,마지막엔 조금 느끼했다
,5,전반적으로 맛이 훌륭하다
,5,다만 주차가 어렵다.
마하차이,5,와 진짜 개꿀맛 🤤🤤 4명이서 폭식 파티했네요..
마하차이,5,메뉴 무슨 ..
마하차이,5,"5가지 시킴 ㅋㅋㅋㅋㅋ 똠양꿍 ,푸팟퐁커리덮밥, 소고기쌀국수, 팟 카파오 무쌉 먹었는데 다 맛있어요 쌀국수 국물도 담백하고 고기에서 냄새도 안나요 술안먹었는데 해장되는 느낌"
마하차이,5,깔끔ㅎㅎㅎ 똠양꿍은 현지보다 향이 약한데 그래서 더 즇았어요 또 푸팟퐁커리덮밥은 매운맛이 좀 강한데 😭 튀김이 잡아주고 팟 카파오 무쌉은 돼지갈비덮밥먹는 느낌 !
마하차이,5,암튼....존맛탱이였어요
,5,같이갔던 직원들 모두 맛있다하며 모든 메뉴들이 수준급이다
,5,똠얌꿍도 현지식에 비슷하다
,5,푸팟퐁커리도 베스트 메뉴이다
,5,더불어 점심시간에 할인 메뉴들이 있어서 좋다
,5,서울에서 찾은 태국식 음식점중 최고이다
,5,새로운 메뉴들 먹을때마다 맛있다
,5,배달도 많아서 미리 주문해도 좋을것 같다
,5,네이버 주문도 가능하다
,5,주차할곳은 없다
,5,주변 공영주차장을 이용해야함
,5,최근에 가격이 조금 오른듯하다
,5,네이버 주문은 점심 할인이 안된다
,5,오랜만에 왔는데 역시나 맛은 최고.
,3,인스타에서 보고 기대를 품고 갔는데 생각보다는 별로였습니다
,3,평소 푸팟퐁커리를 좋아해서 생어거스틴을 즐겨가는데 그곳과 비교하면 소스가 좀 더 묽은 것 같고 간이 조금 아쉬운 것 같습니다
,3,팟타이는 통상적인 맛으로 괜찮은 맛이었고 스프링롤은 튀김맛만 나고 안에 고기맛은 잘 나지 않아 심심한 맛입니다
,3,사람은 꽤 많아서 일요일 점심 3시30분쯤인데도 꽉차있었습니다
,3,주차는 건물앞에 2-3대 댈 수 있는데 비어있기 어려운 것 같고 주차장 찾아서 해야할 것 같습니다
,3,호기심에 왔으나 가까운 곳도 아니고 굳이 멀리서 올 정도는 아닐 듯 합니다.
,5,맛있다 태국에서 그맛 가끔생각나면가는곳 가격도 다른곳에비해 착하고
,5,맛도 꽤맛있고 좋으나 음식이 살짝 짠감이 있으니 참고해야함 음악은 80-90의 추억의 노래가 나와 내 기준으론 매우 좋음 사이드 국물등은 없는게 아쉽다
,4,태국음식먹고 싶어 왔는데 기대는 별로
,4,But 최근에 간 식당 중 Top5 안에 들어요
,4,똠양꿍 팟타이 파인애플 볶음밥 먹고 싶으면 여기로 올겁니다.ㅎㅎ
,5,개인적으로 서울 최고의 태국음식점이라 생각합니다
,5,특히 이곳의 팟타이는 예전에 까올리포차나를 생각나게 할 정도로 훌륭한 맛이었습니다
,5,최근은 베트남 식당이 좀 더 유행이지만 쌀국수와 분짜 중심의 단조로움에 싫증이 나는 중에 다시금 태국음식의 다채로움을 느끼게 해주어 기분 좋은 경험이었습니다
,5,"소이연남마오, 반피차이, 뭄알로이와 더불어 태국음식 좋아하는 분들의 성지 중 하나가 아닌가 생각합니다."
,5,와우.
,5,배가 불러서 간 상태임에도 음식을 끝까지 다 먹고 나올 정도면 얼마나 맛있었는지 짐작이 가려나.
,5,일단 가성비가 끝내줌
,5,가격은 저렴한데 맛이 정말 좋음
,5,근처에 성수다락도 가봤었지만 값도 저렴하고 맛있는 여기로 올 것 같음
,5,실내 분위기와 인테리어도 나쁘지 않음
,5,"소스가 따로 구비되어 있어서 편했고, 처음에 칩이 제공되는데 그것도 짭짤한 맛이 있어서 자꾸 손이 감"
,5,"똥양궁이랑 파인애플 볶음밥을 시켜먹었는데, 맛있게 먹어서 그런지 기분이 좋게 해주는 그런 음식점."
,5,음식이 패스트푸드 수준으로 빨리 나오고 가격도 저렴하고 맛있음
,5,개인적으로 똠양꿍 제일 맛있었음
,5,한국패치 된듯한데 현지맛도 나면서 같이나오는 면이랑 먹으면 맛있음
,5,뿌빳뽕커리는 같이 시킨 음식들이 간이 세서 그런지 약간 간이 좀 약했긴 했지만 그래도 부드럽고 소프트크랩도 꽤 많이 올라감
,5,소고기 팟씨유는 고기도 많이 들어있고 양념 진하게 베어져 맛있음
,5,음식양이 별로 많지 않아보였는데 막상 먹으니 양도 많음
,5,가격이 다른 식당에 비해 저렴한편
,5,동남아음식 한국에서 너무 비싼 느낌이었는데 합리적이라고 생각되는 가격
,5,근처살면 자주 가고싶음.
,5,동남아 음식 생각날 때 종종 갑니다
,5,팟타이를 그닥 안 좋아하는데 여게 팟타이는 맛있어요
,5,현지에서도 가게별로 워낙 맛이 다른 편이어서 딱 어디 스타일이라고 말하긴 뭐한데.
,5,제 입맛에는 맛있어요
,5,단점은.
,5,배가 빨리 꺼짐
,5,나시고렝은 양이 아주 넉넉해요.
,5,성수
,5,저~~~~~~~~정말 맛있는 태국 음식점
,5,푸퐛퐁커리 먹고 싶어서 가봤는데요
,5,갈비쌀국수 메뉴 보고 띠용 반해서 음식 3가지나 시켜버렸거요!
,5,"ㅋㅋㅋ 일단 갈비쌀국수 , 푸퐛퐁커리 꼭 드세요"
,5,야들야들한 갈비살!!+.+ 진짜 입에서 고기가 녹아요 ㅠㅡㅠ 국물도 찐~~~~~하니 굿b.b 주문을 잘못해서 커리덮밥이 나오긴 했는데 소프트크랩!!!!!
,5,커리소스!!!!!
,5,진짜 반해버렸어요 ㅠㅠㅠㅠㅠㅠ 둘이 갔는데 그릇을 깨끗하게 싹싹 비워버렸어요
,5,성수 또 가게되면 마하차이 또 가고싶네요!
,4,특별한 맛을 가지고 있는것은 아니지만 전반적으로 수준급 이다.B+ 보통이상의맛
,4,간은 심심한편
,3,가성비 좋고 양 많은 태국 음식점
,3,"음식 맛 편차가 있어 맛있을 땐 별 3개 반, 아닐땐 3개."
,5,가성비 매우 좋은 태국 음식점
,5,가격은 둘째치고 맛도 왠만한 대형 태국레스토랑과 견주어도 뒤지지 않을듯함
,5,생각보다 양도 꽤 많습니다
,5,분위기도 태국스럽고~ 숨겨집 맛집 ㅇㅈ
,5,추천입니다!!!
,5,팟타이와 뿌팟뽕커리를 너무 맛있게 먹었습니다
,5,다른메뉴도 먹어보고 싶은 맛집인것 같아요
,5,"포장주문도 많이 들어오는것 같고, 동네 살면 자주 올것같아요~♡"
,3,태국 로컬의 느낌보다는 잘 정돈된 맛이지만 가성비도 좋고 별개로 음식맛도 상당히 만족했다
,3,원하면 맛의강도를 현지식에 가깝게 조절이 가능함
,4,"게살커리 12,500원 파씨유(?) 8,000원 남친이랑 배터지게 먹었네욤"
,4,간이 조금 쎈편이지만 그래도 맛나서 야무지게 다먹었어요.
,4,^^;;
,5,"이것이 바로 숨겨진 맛집인가, 상당한 태국 요리 음식점 음식도 맛있는데 서비스까지 너무 친절하고 항상 웃으며 대해주시고 세심한 느낌을 받았다"
